Name,Isaac Benton,Brad Winter,Ken Sanchez,Klarissa J. Pena,Dan Lewis,Patrick Davis,Diane G. Gibson,Trudy E. Jones,Don Harris,Cynthia D. Borrego
District,,,,,,,,,,
Years_Active,[],[],[],[],[],[],[],[],[],[]
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=17774083&GUID=7D2B5459-394F-47A9-8D88-2AAA99FAF854|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=17774083&GUID=7D2B5459-394F-47A9-8D88-2AAA99FAF854|Excused,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=17774083&GUID=7D2B5459-394F-47A9-8D88-2AAA99FAF854|Against,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651182&GUID=76428CAA-98F2-494A-9CC3-B75E203A65DF|For,Diane G. Gibson|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=17774083&GUID=7D2B5459-394F-47A9-8D88-2AAA99FAF854|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651182&GUID=76428CAA-98F2-494A-9CC3-B75E203A65DF|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651182&GUID=76428CAA-98F2-494A-9CC3-B75E203A65DF|For,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651182&GUID=76428CAA-98F2-494A-9CC3-B75E203A65DF|For,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557565&GUID=B141A757-89E2-4153-84A9-E07911916A05|For,Diane G. Gibson|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651182&GUID=76428CAA-98F2-494A-9CC3-B75E203A65DF|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557565&GUID=B141A757-89E2-4153-84A9-E07911916A05|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557565&GUID=B141A757-89E2-4153-84A9-E07911916A05|Excused,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557565&GUID=B141A757-89E2-4153-84A9-E07911916A05|Excused,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557565&GUID=B141A757-89E2-4153-84A9-E07911916A05|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=14637850&GUID=B1E6E17C-B7E2-41EB-BD33-028583500970|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|For,,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13651063&GUID=3BD2F4AE-CBF1-46BF-BC4A-BBF5EC891196|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|Excused,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|Excused,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|For,,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587649&GUID=1C407310-05F2-451E-9E25-AF86CBE75954|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|Excused,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|Excused,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|For,,Trudy E. Jones|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13587648&GUID=64BB6F3B-476B-4A33-9A4A-361325528AB2|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|Excused,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|Excused,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,,,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=13557407&GUID=132365CA-7C0B-44A9-8395-0E9546AD01C5|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,,Patrick Davis|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,,,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=16230817&GUID=D5EF821F-A685-4FBA-9C7E-905AF64AA767|For,
,,Brad Winter|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,Ken Sanchez|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,Klarissa J. Pena|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,,,,,Don Harris|https://cabq.legistar.com/HistoryDetail.aspx?ID=14541644&GUID=BA24B13A-A9D2-4A1A-A634-91A6BCD4964B|For,
